date,weekofyear,waterYear,ppt_mm
1983-08-20,34,1983,13.21
1983-08-27,35,1983,6.35
1983-09-03,36,1983,23.37
1983-09-10,37,1983,3.56
1983-09-17,38,1983,14.73
1983-09-24,39,1983,5.08
1983-10-01,40,1984,14.73
1983-10-08,41,1984,24.38
1983-10-15,42,1984,25.4
1983-10-22,43,1984,12.94
1983-10-29,44,1984,0.1
1983-11-05,45,1984,6.83
1983-11-12,46,1984,52.07
1983-11-19,47,1984,41.4
1983-11-26,48,1984,46.23
1983-12-03,49,1984,33.53
1983-12-10,50,1984,93.15
1983-12-17,51,1984,40.16
1983-12-24,52,1984,95.87
1983-12-31,53,1984,18.29
1984-01-07,1,1984,1.27
1984-01-14,2,1984,14.73
1984-01-21,3,1984,2.79
1984-01-28,4,1984,7.87
1984-02-04,5,1984,0
1984-02-11,6,1984,11.68
1984-02-18,7,1984,6.86
1984-02-25,8,1984,17.02
1984-03-03,9,1984,7.62
1984-03-10,10,1984,17.78
1984-03-17,11,1984,23.37
1984-03-24,12,1984,37.85
1984-03-31,13,1984,24.38
1984-04-07,14,1984,13.72
1984-04-14,15,1984,33.53
1984-04-21,16,1984,73.91
1984-04-28,17,1984,42.16
1984-05-05,18,1984,52.58
1984-05-12,19,1984,1.78
1984-05-19,20,1984,2.29
1984-05-26,21,1984,29.46
1984-06-02,22,1984,25.15
1984-06-09,23,1984,60.96
1984-06-16,24,1984,9.91
1984-06-23,25,1984,1.02
1984-06-30,26,1984,13.97
1984-07-07,27,1984,19.05
1984-07-14,28,1984,11.94
1984-07-21,29,1984,38.61
1984-07-28,30,1984,40.13
1984-08-04,31,1984,12.95
1984-08-11,32,1984,8.64
1984-08-18,33,1984,24.89
1984-08-25,34,1984,24.64
1984-09-01,35,1984,34.8
1984-09-08,36,1984,14.22
1984-09-15,37,1984,26.92
1984-09-22,38,1984,20.04
1984-09-29,39,1984,21.85
1984-10-06,40,1985,46.48
1984-10-13,41,1985,57.15
1984-10-20,42,1985,35.81
1984-10-27,43,1985,19.56
1984-11-03,44,1985,9.65
1984-11-10,45,1985,10.92
1984-11-17,46,1985,6.1
1984-11-24,47,1985,4.57
1984-12-01,48,1985,24.13
1984-12-08,49,1985,8.38
1984-12-15,50,1985,42.42
1984-12-22,51,1985,12.95
1984-12-30,53,1985,14.73
1985-01-05,1,1985,7.37
1985-01-12,2,1985,8.89
1985-01-19,3,1985,41.66
1985-01-26,4,1985,7.62
1985-02-02,5,1985,21.59
1985-02-09,6,1985,26.67
1985-02-16,7,1985,7.37
1985-02-23,8,1985,22.86
1985-03-02,9,1985,24.64
1985-03-09,10,1985,25.4
1985-03-16,11,1985,16.26
1985-03-23,12,1985,16
1985-03-30,13,1985,62.74
1985-04-06,14,1985,31.24
1985-04-13,15,1985,4.57
1985-04-20,16,1985,40.89
1985-04-27,17,1985,31.5
1985-05-04,18,1985,20.07
1985-05-11,19,1985,21.59
1985-05-18,20,1985,15.24
1985-05-25,21,1985,9.91
1985-06-01,22,1985,6.35
1985-06-08,23,1985,9.91
1985-06-15,24,1985,9.65
1985-06-22,25,1985,18.8
1985-06-29,26,1985,20.83
1985-07-06,27,1985,2.54
1985-07-13,28,1985,11.68
1985-07-20,29,1985,32.77
1985-07-27,30,1985,16.51
1985-08-03,31,1985,5.08
1985-08-10,32,1985,14.73
1985-08-17,33,1985,4.06
1985-08-24,34,1985,7.62
1985-08-31,35,1985,19.81
1985-09-07,36,1985,24.64
1985-09-14,37,1985,18.29
1985-09-21,38,1985,22.35
1985-09-28,39,1985,40.39
1985-10-05,40,1986,18.44
1985-10-12,41,1986,31.75
1985-10-19,42,1986,3.3
1985-10-26,43,1986,0.51
1985-11-02,44,1986,7.37
1985-11-09,45,1986,88.14
1985-11-16,46,1986,35.56
1985-11-23,47,1986,59.69
1985-11-30,48,1986,36.32
1985-12-07,49,1986,35.31
1985-12-14,50,1986,10.16
1985-12-21,51,1986,14.73
1985-12-28,52,1986,10.16
1986-01-04,1,1986,7.37
1986-01-11,2,1986,1.27
1986-01-18,3,1986,9.91
1986-01-25,4,1986,8.89
1986-02-01,5,1986,11.68
1986-02-08,6,1986,18.54
1986-02-15,7,1986,134.87
1986-02-22,8,1986,116.26
1986-03-01,9,1986,0
1986-03-08,10,1986,18.54
1986-03-15,11,1986,26.67
1986-03-22,12,1986,7.87
1986-03-29,13,1986,4.83
1986-04-05,14,1986,110.74
1986-04-12,15,1986,32
1986-04-19,16,1986,26.42
1986-04-26,17,1986,12.7
1986-05-03,18,1986,0.76
1986-05-10,19,1986,25.91
1986-05-17,20,1986,46.74
1986-05-24,21,1986,0
1986-05-31,22,1986,12.7
1986-06-07,23,1986,37.85
1986-06-14,24,1986,2.29
1986-06-21,25,1986,6.87
1986-06-28,26,1986,18.29
1986-07-05,27,1986,13.21
1986-07-12,28,1986,11.68
1986-07-19,29,1986,22.1
1986-07-26,30,1986,5.84
1986-08-02,31,1986,8.64
1986-08-09,32,1986,15.49
1986-08-16,33,1986,13.21
1986-08-23,34,1986,18.29
1986-08-30,35,1986,17.78
1986-09-06,36,1986,28.96
1986-09-13,37,1986,7.87
1986-09-20,38,1986,13.72
1986-09-27,39,1986,52.07
1986-10-04,40,1987,31.75
1986-10-11,41,1987,19.81
1986-10-18,42,1987,17.19
1986-10-25,43,1987,24.13
1986-11-01,44,1987,35.56
1986-11-08,45,1987,45.47
1986-11-15,46,1987,34.04
1986-11-22,47,1987,21.59
1986-11-29,48,1987,9.4
1986-12-06,49,1987,22.86
1986-12-13,50,1987,2.03
1986-12-20,51,1987,2.03
1986-12-27,52,1987,0
1987-01-03,1,1987,19.56
1987-01-10,2,1987,6.6
1987-01-17,3,1987,14.73
1987-01-24,4,1987,43.69
1987-01-31,5,1987,17.67
1987-02-07,6,1987,5.33
1987-02-14,7,1987,15.49
1987-02-21,8,1987,24.89
1987-02-28,9,1987,16.51
1987-03-07,10,1987,10.41
1987-03-14,11,1987,26.67
1987-03-21,12,1987,33.53
1987-03-28,13,1987,13.46
1987-04-04,14,1987,8.38
1987-04-11,15,1987,29.72
1987-04-18,16,1987,27.69
1987-04-25,17,1987,11.94
1987-05-02,18,1987,29.72
1987-05-09,19,1987,10.16
1987-05-16,20,1987,3.03
1987-05-23,21,1987,54.1
1987-05-30,22,1987,4.32
1987-06-06,23,1987,13.72
1987-06-13,24,1987,22.86
1987-06-20,25,1987,0
1987-06-27,26,1987,16.26
1987-07-04,27,1987,17.53
1987-07-11,28,1987,43.43
1987-07-18,29,1987,1.27
1987-07-25,30,1987,24.38
1987-08-01,31,1987,40.64
1987-08-08,32,1987,12.67
1987-08-15,33,1987,12.95
1987-08-22,34,1987,22.85
1987-08-29,35,1987,7.11
1987-09-05,36,1987,7.37
1987-09-12,37,1987,22.86
1987-09-19,38,1987,10.16
1987-09-26,39,1987,0
1987-10-03,40,1988,0
1987-10-10,41,1988,0
1987-10-17,42,1988,19.81
1987-10-24,43,1988,10.41
1987-10-31,44,1988,27.43
1987-11-07,45,1988,11.43
1987-11-14,46,1988,43.94
1987-11-21,47,1988,9.91
1987-11-28,48,1988,8.38
1987-12-05,49,1988,10.16
1987-12-12,50,1988,43.18
1987-12-19,51,1988,19.3
1987-12-26,52,1988,69.34
1988-01-02,1,1988,27.32
1988-01-09,2,1988,46.74
1988-01-16,3,1988,12.7
1988-01-23,4,1988,22.35
1988-01-30,5,1988,34.8
1988-02-06,6,1988,15.24
1988-02-13,7,1988,67.06
1988-02-20,8,1988,13.21
1988-02-27,9,1988,9.14
1988-03-05,10,1988,37.85
1988-03-12,11,1988,27.43
1988-03-19,12,1988,14.35
1988-03-26,13,1988,37.59
1988-04-02,14,1988,36.32
1988-04-09,15,1988,35.05
1988-04-16,16,1988,19.58
1988-04-23,17,1988,54.48
1988-04-30,18,1988,3.02
1988-05-07,19,1988,18.96
1988-05-14,20,1988,1.78
1988-05-21,21,1988,48.01
1988-05-28,22,1988,3.3
1988-06-04,23,1988,7.11
1988-06-11,24,1988,17.78
1988-06-18,25,1988,3.81
1988-06-25,26,1988,26.16
1988-07-02,27,1988,35.56
1988-07-09,28,1988,27.94
1988-07-16,29,1988,7.37
1988-07-23,30,1988,8.38
1988-07-30,31,1988,18.03
1988-08-06,32,1988,8.89
1988-08-13,33,1988,0.51
1988-08-20,34,1988,9.14
1988-08-27,35,1988,7.87
1988-09-03,36,1988,0.76
1988-09-10,37,1988,16
1988-09-17,38,1988,10.67
1988-09-24,39,1988,5.33
1988-10-01,40,1989,3.81
1988-10-08,41,1989,13.72
1988-10-15,42,1989,1.27
1988-10-22,43,1989,4.32
1988-10-29,44,1989,1.27
1988-11-05,45,1989,22.1
1988-11-12,46,1989,43.11
1988-11-19,47,1989,16.51
1988-11-26,48,1989,29.89
1988-12-03,49,1989,0
1988-12-10,50,1989,27.69
1988-12-17,51,1989,32
1988-12-24,52,1989,45.33
1988-12-31,53,1989,13.72
1989-01-07,1,1989,30.48
1989-01-14,2,1989,23.62
1989-01-21,3,1989,0
1989-01-28,4,1989,28.45
1989-02-04,5,1989,68.5
1989-02-11,6,1989,23.11
1989-02-18,7,1989,18.29
1989-02-25,8,1989,16.26
1989-03-04,9,1989,39.12
1989-03-11,10,1989,9.14
1989-03-18,11,1989,20.83
1989-03-25,12,1989,1.78
1989-04-01,13,1989,79.76
1989-04-08,14,1989,28.19
1989-04-15,15,1989,8.64
1989-04-22,16,1989,0
1989-04-29,17,1989,39.37
1989-05-06,18,1989,29.97
1989-05-13,19,1989,46.23
1989-05-20,20,1989,4.06
1989-05-27,21,1989,2.79
1989-06-03,22,1989,10.16
1989-06-10,23,1989,19.81
1989-06-17,24,1989,3.3
1989-06-24,25,1989,3.56
1989-07-01,26,1989,0
1989-07-08,27,1989,0
1989-07-15,28,1989,5.08
1989-07-22,29,1989,18.03
1989-07-29,30,1989,61.32
1989-08-05,31,1989,17.02
1989-08-12,32,1989,56.39
1989-08-19,33,1989,14.48
1989-08-26,34,1989,0.76
1989-09-02,35,1989,0
1989-09-09,36,1989,23.37
1989-09-16,37,1989,12.95
1989-09-23,38,1989,10.41
1989-09-30,39,1989,3.81
1989-10-07,40,1990,3.81
1989-10-14,41,1990,36.07
1989-10-21,42,1990,2.79
1989-10-28,43,1990,19.05
1989-11-04,44,1990,50.04
1989-11-11,45,1990,9.4
1989-11-18,46,1990,5.33
1989-11-25,47,1990,45.47
1989-12-02,48,1990,0
1989-12-09,49,1990,32.51
1989-12-16,50,1990,70.28
1989-12-23,51,1990,9.91
1989-12-30,52,1990,4.57
1990-01-06,1,1990,25.15
1990-01-13,2,1990,16.26
1990-01-20,3,1990,10.16
1990-01-27,4,1990,43.94
1990-02-03,5,1990,2.79
1990-02-10,6,1990,32
1990-02-17,7,1990,36.83
1990-02-24,8,1990,1.02
1990-03-06,10,1990,127
1990-03-17,11,1990,47.24
1990-03-24,12,1990,17.02
1990-03-31,13,1990,40.39
1990-04-07,14,1990,29.46
1990-04-14,15,1990,13.72
1990-04-21,16,1990,25.65
1990-04-28,17,1990,67.56
1990-05-05,18,1990,15.16
1990-05-12,19,1990,46.48
1990-05-19,20,1990,17.02
1990-05-26,21,1990,14.48
1990-06-02,22,1990,30.48
1990-06-09,23,1990,11.94
1990-06-16,24,1990,4.83
1990-06-23,25,1990,0
1990-06-30,26,1990,0.25
1990-07-07,27,1990,49.78
1990-07-14,28,1990,13.72
1990-07-21,29,1990,21.08
1990-07-28,30,1990,16.26
1990-08-04,31,1990,9.65
1990-08-11,32,1990,21.34
1990-08-18,33,1990,22.35
1990-08-25,34,1990,11.43
1990-09-01,35,1990,15.75
1990-09-08,36,1990,2.24
1990-09-15,37,1990,9.4
1990-09-22,38,1990,4.32
1990-09-29,39,1990,20.07
1990-10-06,40,1991,39.12
1990-10-13,41,1991,0
1990-10-20,42,1991,42.67
1990-10-27,43,1991,0
1990-11-03,44,1991,35.81
1990-11-10,45,1991,8.89
1990-11-17,46,1991,0
1990-11-24,47,1991,12.7
1990-12-01,48,1991,12.19
1990-12-08,49,1991,0.51
1990-12-15,50,1991,38.1
1990-12-22,51,1991,38.61
1990-12-30,52,1991,9.91
1991-01-05,1,1991,13.72
1991-01-12,2,1991,18.03
1991-01-19,3,1991,19.56
1991-01-26,4,1991,20.57
1991-02-02,5,1991,0
1991-02-09,6,1991,0
1991-02-16,7,1991,43.18
1991-02-23,8,1991,12.45
1991-03-02,9,1991,39.88
1991-03-09,10,1991,46.99
1991-03-16,11,1991,13.46
1991-03-23,12,1991,22.86
1991-03-30,13,1991,30.99
1991-04-06,14,1991,10.16
1991-04-13,15,1991,53.09
1991-04-20,16,1991,15.49
1991-04-27,17,1991,35
1991-05-04,18,1991,12.95
1991-05-11,19,1991,1.52
1991-05-18,20,1991,53.85
1991-05-25,21,1991,14.73
1991-06-01,22,1991,73.41
1991-06-08,23,1991,23.88
1991-06-15,24,1991,13.97
1991-06-22,25,1991,0
1991-06-29,26,1991,7.01
1991-07-06,27,1991,10.16
1991-07-13,28,1991,7.87
1991-07-20,29,1991,25.15
1991-07-27,30,1991,28.19
1991-08-03,31,1991,32.26
1991-08-10,32,1991,24.13
1991-08-17,33,1991,24.38
1991-08-24,34,1991,4.32
1991-08-31,35,1991,9.14
1991-09-07,36,1991,13.46
1991-09-14,37,1991,15.49
1991-09-21,38,1991,0.51
1991-09-28,39,1991,3.56
1991-10-05,40,1992,0
1991-10-12,41,1992,0
1991-10-19,42,1992,0
1991-10-26,43,1992,33.78
1991-11-02,44,1992,23.88
1991-11-09,45,1992,39.88
1991-11-16,46,1992,38.86
1991-11-23,47,1992,42.67
1991-11-30,48,1992,19.3
1991-12-07,49,1992,0
1991-12-14,50,1992,15.24
1991-12-21,51,1992,4.83
1991-12-28,52,1992,0
1992-01-04,1,1992,16
1992-01-11,2,1992,15.75
1992-01-18,3,1992,5.33
1992-01-25,4,1992,7.37
1992-02-01,5,1992,0
1992-02-08,6,1992,6.1
1992-02-15,7,1992,18.8
1992-02-22,8,1992,8.13
1992-02-29,9,1992,0
1992-03-07,10,1992,99.06
1992-03-14,11,1992,3.81
1992-03-21,12,1992,36.58
1992-03-28,13,1992,30.99
1992-04-04,14,1992,7.62
1992-04-11,15,1992,4.32
1992-04-17,16,1992,54.61
1992-04-24,17,1992,11.94
1992-05-02,18,1992,2.03
1992-05-09,19,1992,14.22
1992-05-16,20,1992,7.11
1992-05-23,21,1992,25.4
1992-05-30,22,1992,51.31
1992-06-06,23,1992,15.75
1992-06-13,24,1992,13.46
1992-06-20,25,1992,5.33
1992-06-27,26,1992,23.62
1992-07-04,27,1992,5.08
1992-07-11,28,1992,27.94
1992-07-18,29,1992,22.61
1992-07-25,30,1992,5.59
1992-08-01,31,1992,2.29
1992-08-08,32,1992,9.14
1992-08-15,33,1992,4.06
1992-08-22,34,1992,35.31
1992-08-29,35,1992,22.35
1992-09-05,36,1992,26.42
1992-09-12,37,1992,1.78
1992-09-19,38,1992,29.46
1992-09-26,39,1992,11.94
1992-10-03,40,1993,0
1992-10-10,41,1993,2.54
1992-10-17,42,1993,0
1992-10-24,43,1993,16.26
1992-10-31,44,1993,65.53
1992-11-07,45,1993,23.37
1992-11-14,46,1993,22.61
1992-11-21,47,1993,39.62
1992-11-28,48,1993,11.94
1992-12-05,49,1993,20.07
1992-12-12,50,1993,20.57
1992-12-19,51,1993,24.89
1992-12-26,52,1993,3.05
1993-01-02,1,1993,32.26
1993-01-09,2,1993,22.86
1993-01-16,3,1993,31.5
1993-01-23,4,1993,32.51
1993-01-30,5,1993,7.62
1993-02-06,6,1993,20.07
1993-02-13,7,1993,39.37
1993-02-20,8,1993,90.75
1993-02-27,9,1993,40.89
1993-03-06,10,1993,3.3
1993-03-13,11,1993,52.07
1993-03-20,12,1993,26.67
1993-03-27,13,1993,38.61
1993-04-03,14,1993,33.53
1993-04-10,15,1993,58.17
1993-04-17,16,1993,53.34
1993-04-24,17,1993,24.64
1993-05-01,18,1993,9.65
1993-05-08,19,1993,17.78
1993-05-15,20,1993,28.19
1993-05-22,21,1993,17.02
1993-05-29,22,1993,18.8
1993-06-05,23,1993,45.47
1993-06-12,24,1993,6.86
1993-06-19,25,1993,34.04
1993-06-26,26,1993,0
1993-07-03,27,1993,24.64
1993-07-10,28,1993,2.03
1993-07-17,29,1993,2.54
1993-07-24,30,1993,11.94
1993-07-31,31,1993,0
1993-08-07,32,1993,13.72
1993-08-14,33,1993,19.81
1993-08-21,34,1993,13.27
1993-08-28,35,1993,6.99
1993-09-04,36,1993,34.04
1993-09-11,37,1993,54.36
1993-09-18,38,1993,20.57
1993-09-25,39,1993,2.29
1993-10-02,40,1994,0
1993-10-09,41,1994,37.85
1993-10-16,42,1994,58.93
1993-10-23,43,1994,7.37
1993-10-30,44,1994,25.65
1993-11-06,45,1994,18.22
1993-11-13,46,1994,40.64
1993-11-20,47,1994,19.81
1993-11-27,48,1994,38.1
1993-12-04,49,1994,20.32
1993-12-11,50,1994,7.87
1993-12-18,51,1994,20.07
1993-12-25,52,1994,13.21
1994-01-01,1,1994,29.21
1994-01-08,2,1994,37.08
1994-01-15,3,1994,28.45
1994-01-22,4,1994,0
1994-01-29,5,1994,26.42
1994-02-05,6,1994,25.4
1994-02-12,7,1994,54.1
1994-02-19,8,1994,9.91
1994-02-26,9,1994,43.94
1994-03-05,10,1994,12.95
1994-03-12,11,1994,19.81
1994-03-19,12,1994,17.02
1994-03-26,13,1994,60.45
1994-04-02,14,1994,22.1
1994-04-09,15,1994,35.05
1994-04-16,16,1994,9.91
1994-04-23,17,1994,36.83
1994-04-30,18,1994,45.21
1994-05-07,19,1994,9.4
1994-05-14,20,1994,11.94
1994-05-21,21,1994,0.25
1994-05-28,22,1994,18.03
1994-06-04,23,1994,13.72
1994-06-11,24,1994,0.76
1994-06-18,25,1994,14.73
1994-06-25,26,1994,13.46
1994-07-02,27,1994,12.19
1994-07-09,28,1994,3.05
1994-07-16,29,1994,2.54
1994-07-23,30,1994,6.35
1994-07-30,31,1994,12.19
1994-08-06,32,1994,11.94
1994-08-13,33,1994,25.4
1994-08-20,34,1994,33.02
1994-08-27,35,1994,67.31
1994-09-03,36,1994,41.91
1994-09-10,37,1994,2.54
1994-09-17,38,1994,35.56
1994-09-24,39,1994,15.24
1994-10-01,40,1995,17.78
1994-10-08,41,1995,55.88
1994-10-15,42,1995,29.97
1994-10-22,43,1995,6.95
1994-10-29,44,1995,6.86
1994-11-05,45,1995,22.1
1994-11-12,46,1995,26.92
1994-11-19,47,1995,22.86
1994-11-26,48,1995,25.91
1994-12-06,49,1995,38.35
1994-12-17,51,1995,11.68
1994-12-24,52,1995,0
1994-12-31,53,1995,75.69
1995-01-07,1,1995,44.96
1995-01-14,2,1995,16.26
1995-01-21,3,1995,14.72
1995-01-28,4,1995,9.14
1995-02-04,5,1995,17.02
1995-02-11,6,1995,54.86
1995-02-18,7,1995,38.1
1995-02-25,8,1995,20.32
1995-03-04,9,1995,50.8
1995-03-11,10,1995,8.89
1995-03-18,11,1995,24.13
1995-03-25,12,1995,29.21
1995-04-01,13,1995,11.43
1995-04-08,14,1995,38.1
1995-04-15,15,1995,46.99
1995-04-22,16,1995,60.96
1995-04-29,17,1995,74.93
1995-05-06,18,1995,53.34
1995-05-13,19,1995,38.1
1995-05-20,20,1995,67.65
1995-05-27,21,1995,71.12
1995-06-03,22,1995,34.29
1995-06-10,23,1995,25.4
1995-06-17,24,1995,31.75
1995-06-24,25,1995,1.27
1995-07-01,26,1995,49.53
1995-07-08,27,1995,7.62
1995-07-15,28,1995,16.51
1995-07-22,29,1995,31.75
1995-07-29,30,1995,3.81
1995-08-05,31,1995,11.43
1995-08-12,32,1995,5.84
1995-08-19,33,1995,10.47
1995-08-26,34,1995,13.97
1995-09-02,35,1995,5.08
1995-09-09,36,1995,19.05
1995-09-16,37,1995,16.51
1995-09-23,38,1995,44.7
1995-09-30,39,1995,12.7
1995-10-07,40,1996,38.72
1995-10-14,41,1996,11.43
1995-10-21,42,1996,15.24
1995-10-28,43,1996,6.35
1995-11-04,44,1996,35.56
1995-11-11,45,1996,108.82
1995-11-18,46,1996,0
1995-11-25,47,1996,33.02
1995-12-02,48,1996,29.21
1995-12-09,49,1996,57.15
1995-12-26,52,1996,92.2
1996-01-13,2,1996,17.78
1996-01-20,3,1996,40.64
1996-01-30,5,1996,131.57
1996-02-10,6,1996,0
1996-02-17,7,1996,63.5
1996-02-24,8,1996,58.42
1996-03-02,9,1996,22.86
1996-03-09,10,1996,12.7
1996-03-16,11,1996,46.45
1996-03-23,12,1996,25.4
1996-03-30,13,1996,5.08
1996-04-06,14,1996,8.89
1996-04-13,15,1996,29.21
1996-04-20,16,1996,45.72
1996-04-27,17,1996,12.7
1996-05-04,18,1996,30.48
1996-05-11,19,1996,1.27
1996-05-18,20,1996,8.89
1996-05-25,21,1996,58.42
1996-06-01,22,1996,8.89
1996-06-08,23,1996,0.12
1996-06-15,24,1996,20.32
1996-06-22,25,1996,13.97
1996-06-29,26,1996,8.89
1996-07-06,27,1996,27.94
1996-07-13,28,1996,2.54
1996-07-20,29,1996,20.32
1996-07-27,30,1996,33.02
1996-08-03,31,1996,8.89
1996-08-10,32,1996,1.37
1996-08-17,33,1996,11.43
1996-08-24,34,1996,10.16
1996-08-31,35,1996,5.41
1996-09-07,36,1996,36.83
1996-09-17,38,1996,71.37
1996-09-28,39,1996,44.45
1996-10-05,40,1997,10.16
1996-10-12,41,1997,0
1996-10-19,42,1997,17.78
1996-10-26,43,1997,52.07
1996-11-02,44,1997,11.43
1996-11-09,45,1997,17.78
